DeviceRowID,Temperature,Chill,Humidity,Barometer,DewPoint,SetPoint,Date
1558,26.3,0,35,0,9.62,0,2022-08-09 12:50:00
1558,26.3,0,35,0,9.62,0,2022-08-09 12:55:00
1558,26.3,0,35,0,9.62,0,2022-08-09 13:00:00
1558,26.4,0,35,0,9.71,0,2022-08-09 13:05:00
1558,26.5,0,35,0,9.8,0,2022-08-09 13:10:00
1558,26.6,0,35,0,9.89,0,2022-08-09 13:15:00
1558,26.7,0,35,0,9.97,0,2022-08-09 13:20:00
1558,26.7,0,35,0,9.97,0,2022-08-09 13:25:00
1558,26.7,0,35,0,9.97,0,2022-08-09 13:30:00
1558,26.8,0,36,0,10.48,0,2022-08-09 13:35:00
1558,26.9,0,36,0,10.57,0,2022-08-09 13:40:00
1558,27,0,35,0,10.24,0,2022-08-09 13:45:00
1558,27.1,0,35,0,10.33,0,2022-08-09 13:50:00
1558,27.1,0,35,0,10.33,0,2022-08-09 13:55:00
1558,27.1,0,35,0,10.33,0,2022-08-09 14:00:00
1558,27.1,0,35,0,10.33,0,2022-08-09 14:05:00
1558,27.2,0,35,0,10.41,0,2022-08-09 14:10:00
1558,27.2,0,35,0,10.41,0,2022-08-09 14:15:00
1558,27.3,0,35,0,10.5,0,2022-08-09 14:20:00
1558,27.3,0,35,0,10.5,0,2022-08-09 14:25:00
1558,27.4,0,35,0,10.59,0,2022-08-09 14:30:00
1558,27.4,0,35,0,10.59,0,2022-08-09 14:35:00
1558,27.4,0,35,0,10.59,0,2022-08-09 14:40:00
1558,27.4,0,35,0,10.59,0,2022-08-09 14:45:00
1558,27.4,0,35,0,10.59,0,2022-08-09 14:50:00
1558,27.4,0,35,0,10.59,0,2022-08-09 14:55:00
1558,27.5,0,34,0,10.24,0,2022-08-09 15:00:00
1558,27.5,0,34,0,10.24,0,2022-08-09 15:05:00
1558,27.5,0,34,0,10.24,0,2022-08-09 15:10:00
1558,27.5,0,34,0,10.24,0,2022-08-09 15:15:00
1558,27.5,0,34,0,10.24,0,2022-08-09 15:20:00
1558,27.5,0,34,0,10.24,0,2022-08-09 15:25:00
1558,27.6,0,34,0,10.33,0,2022-08-09 15:30:00
1558,27.7,0,34,0,10.42,0,2022-08-09 15:35:00
1558,27.6,0,34,0,10.33,0,2022-08-09 15:40:00
1558,27.6,0,34,0,10.33,0,2022-08-09 15:45:00
1558,27.6,0,34,0,10.33,0,2022-08-09 15:50:00
1558,27.7,0,34,0,10.42,0,2022-08-09 15:55:00
1558,27.7,0,34,0,10.42,0,2022-08-09 16:00:00
1558,27.8,0,34,0,10.51,0,2022-08-09 16:05:00
1558,27.8,0,34,0,10.51,0,2022-08-09 16:10:00
1558,27.8,0,34,0,10.51,0,2022-08-09 16:15:00
1558,27.8,0,34,0,10.51,0,2022-08-09 16:20:00
1558,27.8,0,34,0,10.51,0,2022-08-09 16:25:00
1558,27.9,0,34,0,10.59,0,2022-08-09 16:30:00
1558,27.9,0,34,0,10.59,0,2022-08-09 16:35:00
1558,28,0,34,0,10.68,0,2022-08-09 16:40:00
1558,28,0,34,0,10.68,0,2022-08-09 16:45:00
1558,28,0,34,0,10.68,0,2022-08-09 16:50:00
1558,28,0,34,0,10.68,0,2022-08-09 16:55:00
1558,28,0,34,0,10.68,0,2022-08-09 17:00:00
1558,28,0,34,0,10.68,0,2022-08-09 17:05:00
1558,28.1,0,34,0,10.77,0,2022-08-09 17:10:00
1558,28.1,0,34,0,10.77,0,2022-08-09 17:15:00
1558,28.1,0,34,0,10.77,0,2022-08-09 17:20:00
1558,28.1,0,33,0,10.32,0,2022-08-09 17:25:00
1558,28,0,33,0,10.23,0,2022-08-09 17:30:00
1558,28,0,33,0,10.23,0,2022-08-09 17:35:00
1558,28.1,0,33,0,10.32,0,2022-08-09 17:40:00
1558,28.1,0,33,0,10.32,0,2022-08-09 17:45:00
1558,28.1,0,33,0,10.32,0,2022-08-09 17:50:00
1558,28.1,0,33,0,10.32,0,2022-08-09 17:55:00
1558,28,0,33,0,10.23,0,2022-08-09 18:00:00
1558,28,0,33,0,10.23,0,2022-08-09 18:05:00
1558,28,0,33,0,10.23,0,2022-08-09 18:10:00
1558,28.1,0,33,0,10.32,0,2022-08-09 18:15:00
1558,28.1,0,33,0,10.32,0,2022-08-09 18:20:00
1558,28.2,0,33,0,10.41,0,2022-08-09 18:25:00
1558,28.1,0,33,0,10.32,0,2022-08-09 18:30:00
1558,28.1,0,33,0,10.32,0,2022-08-09 18:35:00
1558,28.1,0,33,0,10.32,0,2022-08-09 18:40:00
1558,28,0,33,0,10.23,0,2022-08-09 18:45:00
1558,28,0,33,0,10.23,0,2022-08-09 18:50:00
1558,28.1,0,33,0,10.32,0,2022-08-09 18:55:00
1558,28,0,33,0,10.23,0,2022-08-09 19:00:00
1558,28,0,33,0,10.23,0,2022-08-09 19:05:00
1558,27.9,0,33,0,10.15,0,2022-08-09 19:10:00
1558,27.9,0,33,0,10.15,0,2022-08-09 19:15:00
1558,27.9,0,33,0,10.15,0,2022-08-09 19:20:00
1558,27.9,0,33,0,10.15,0,2022-08-09 19:25:00
1558,27.9,0,33,0,10.15,0,2022-08-09 19:30:00
1558,27.8,0,33,0,10.06,0,2022-08-09 19:35:00
1558,27.8,0,32,0,9.6,0,2022-08-09 19:40:00
1558,27.7,0,32,0,9.51,0,2022-08-09 19:45:00
1558,27.7,0,32,0,9.51,0,2022-08-09 19:50:00
1558,27.7,0,32,0,9.51,0,2022-08-09 19:55:00
1558,27.7,0,32,0,9.51,0,2022-08-09 20:00:00
1558,27.7,0,32,0,9.51,0,2022-08-09 20:05:00
1558,27.7,0,32,0,9.51,0,2022-08-09 20:10:00
1558,27.6,0,32,0,9.42,0,2022-08-09 20:15:00
1558,27.6,0,32,0,9.42,0,2022-08-09 20:20:00
1558,27.5,0,32,0,9.34,0,2022-08-09 20:25:00
1558,27.5,0,32,0,9.34,0,2022-08-09 20:30:00
1558,27.5,0,32,0,9.34,0,2022-08-09 20:35:00
1558,27.5,0,32,0,9.34,0,2022-08-09 20:40:00
1558,27.4,0,32,0,9.25,0,2022-08-09 20:45:00
1558,27.4,0,32,0,9.25,0,2022-08-09 20:50:00
1558,27.3,0,32,0,9.16,0,2022-08-09 20:55:00
1558,27.3,0,32,0,9.16,0,2022-08-09 21:00:00
1558,27.4,0,32,0,9.25,0,2022-08-09 21:05:00
1558,27.4,0,32,0,9.25,0,2022-08-09 21:10:00
1558,27.3,0,32,0,9.16,0,2022-08-09 21:15:00
1558,27.3,0,32,0,9.16,0,2022-08-09 21:20:00
1558,27.3,0,32,0,9.16,0,2022-08-09 21:25:00
1558,27.2,0,32,0,9.08,0,2022-08-09 21:30:00
1558,27.2,0,32,0,9.08,0,2022-08-09 21:35:00
1558,27.3,0,32,0,9.16,0,2022-08-09 21:40:00
1558,27.3,0,32,0,9.16,0,2022-08-09 21:45:00
1558,27.2,0,32,0,9.08,0,2022-08-09 21:50:00
1558,27.2,0,32,0,9.08,0,2022-08-09 21:55:00
1558,27.1,0,32,0,8.99,0,2022-08-09 22:00:00
1558,27,0,32,0,8.9,0,2022-08-09 22:05:00
1558,27,0,32,0,8.9,0,2022-08-09 22:10:00
1558,27,0,32,0,8.9,0,2022-08-09 22:15:00
1558,27,0,32,0,8.9,0,2022-08-09 22:20:00
1558,27,0,32,0,8.9,0,2022-08-09 22:25:00
1558,26.9,0,32,0,8.82,0,2022-08-09 22:30:00
1558,26.8,0,32,0,8.73,0,2022-08-09 22:35:00
1558,26.8,0,32,0,8.73,0,2022-08-09 22:40:00
1558,26.8,0,32,0,8.73,0,2022-08-09 22:45:00
1558,26.8,0,32,0,8.73,0,2022-08-09 22:50:00
1558,26.8,0,32,0,8.73,0,2022-08-09 22:55:00
1558,26.7,0,32,0,8.64,0,2022-08-09 23:00:00
1558,26.7,0,32,0,8.64,0,2022-08-09 23:05:00
1558,26.6,0,32,0,8.55,0,2022-08-09 23:10:00
1558,26.6,0,32,0,8.55,0,2022-08-09 23:15:00
1558,26.6,0,32,0,8.55,0,2022-08-09 23:20:00
1558,26.6,0,32,0,8.55,0,2022-08-09 23:25:00
1558,26.6,0,32,0,8.55,0,2022-08-09 23:30:00
1558,26.6,0,32,0,8.55,0,2022-08-09 23:35:00
1558,26.6,0,32,0,8.55,0,2022-08-09 23:40:00
1558,26.5,0,32,0,8.47,0,2022-08-09 23:45:00
1558,26.5,0,32,0,8.47,0,2022-08-09 23:50:00
1558,26.5,0,32,0,8.47,0,2022-08-09 23:55:00
1558,26.5,0,32,0,8.47,0,2022-08-10 00:00:00
1558,26.5,0,32,0,8.47,0,2022-08-10 00:05:00
1558,26.5,0,32,0,8.47,0,2022-08-10 00:10:00
1558,26.4,0,32,0,8.38,0,2022-08-10 00:15:00
1558,26.4,0,32,0,8.38,0,2022-08-10 00:20:00
1558,26.4,0,32,0,8.38,0,2022-08-10 00:25:00
1558,26.4,0,32,0,8.38,0,2022-08-10 00:30:00
1558,26.4,0,32,0,8.38,0,2022-08-10 00:35:00
1558,26.4,0,32,0,8.38,0,2022-08-10 00:40:00
1558,26.3,0,32,0,8.29,0,2022-08-10 00:45:00
1558,26.3,0,32,0,8.29,0,2022-08-10 00:50:01
1558,26.3,0,32,0,8.29,0,2022-08-10 00:55:00
1558,26.3,0,32,0,8.29,0,2022-08-10 01:00:00
1558,26.3,0,32,0,8.29,0,2022-08-10 01:05:00
1558,26.2,0,32,0,8.21,0,2022-08-10 01:10:00
1558,26.2,0,32,0,8.21,0,2022-08-10 01:15:00
1558,26.2,0,32,0,8.21,0,2022-08-10 01:20:00
1558,26.2,0,32,0,8.21,0,2022-08-10 01:25:00
1558,26.2,0,32,0,8.21,0,2022-08-10 01:30:00
1558,26.1,0,32,0,8.12,0,2022-08-10 01:35:00
