DeviceRowID,Temperature,Chill,Humidity,Barometer,DewPoint,SetPoint,Date
952_Hr,0,0,58,0,0,0,2022-08-11 17:35:00
952_Hr,0,0,58,0,0,0,2022-08-11 17:40:00
952_Hr,0,0,35,0,0,0,2022-08-11 17:45:00
952_Hr,0,0,32,0,0,0,2022-08-11 17:50:00
952_Hr,0,0,32,0,0,0,2022-08-11 17:55:00
952_Hr,0,0,32,0,0,0,2022-08-11 18:00:00
952_Hr,0,0,32,0,0,0,2022-08-11 18:05:00
952_Hr,0,0,32,0,0,0,2022-08-11 18:10:00
952_Hr,0,0,33,0,0,0,2022-08-11 18:15:00
952_Hr,0,0,33,0,0,0,2022-08-11 18:20:00
952_Hr,0,0,32,0,0,0,2022-08-11 18:25:00
952_Hr,0,0,32,0,0,0,2022-08-11 18:30:00
952_Hr,0,0,34,0,0,0,2022-08-11 18:35:00
952_Hr,0,0,33,0,0,0,2022-08-11 18:40:00
952_Hr,0,0,33,0,0,0,2022-08-11 18:45:00
952_Hr,0,0,33,0,0,0,2022-08-11 18:50:00
952_Hr,0,0,33,0,0,0,2022-08-11 18:55:00
952_Hr,0,0,33,0,0,0,2022-08-11 19:00:00
952_Hr,0,0,33,0,0,0,2022-08-11 19:05:00
952_Hr,0,0,33,0,0,0,2022-08-11 19:10:00
952_Hr,0,0,32,0,0,0,2022-08-11 19:15:00
952_Hr,0,0,33,0,0,0,2022-08-11 19:20:00
952_Hr,0,0,33,0,0,0,2022-08-11 19:25:00
952_Hr,0,0,33,0,0,0,2022-08-11 19:30:00
952_Hr,0,0,33,0,0,0,2022-08-11 19:35:00
952_Hr,0,0,33,0,0,0,2022-08-11 19:40:00
952_Hr,0,0,32,0,0,0,2022-08-11 19:45:00
952_Hr,0,0,33,0,0,0,2022-08-11 19:50:00
952_Hr,0,0,33,0,0,0,2022-08-11 19:55:00
952_Hr,0,0,32,0,0,0,2022-08-11 20:00:00
952_Hr,0,0,33,0,0,0,2022-08-11 20:05:00
952_Hr,0,0,32,0,0,0,2022-08-11 20:10:00
952_Hr,0,0,32,0,0,0,2022-08-11 20:15:00
952_Hr,0,0,31,0,0,0,2022-08-11 20:20:00
952_Hr,0,0,32,0,0,0,2022-08-11 20:25:00
952_Hr,0,0,32,0,0,0,2022-08-11 20:30:00
952_Hr,0,0,32,0,0,0,2022-08-11 20:35:00
952_Hr,0,0,32,0,0,0,2022-08-11 20:40:00
952_Hr,0,0,33,0,0,0,2022-08-11 20:45:00
952_Hr,0,0,32,0,0,0,2022-08-11 20:50:00
952_Hr,0,0,30,0,0,0,2022-08-11 20:55:00
952_Hr,0,0,30,0,0,0,2022-08-11 21:00:00
952_Hr,0,0,30,0,0,0,2022-08-11 21:05:00
952_Hr,0,0,30,0,0,0,2022-08-11 21:10:00
952_Hr,0,0,30,0,0,0,2022-08-11 21:15:00
